transaction_id,order_date,ship_date,customer_id,product_id,product_category,quantity,unit_price,city,state,payment_type,order_status,ingestion_date,gender_clean,customer_age_clean,age_band,discount_pct_clean,gross_amount,net_amount,shipping_delay_days,order_year,order_month,_ingested_at,_source_file
6356,2023-07-22,2023-07-22,CUST180585,PROD2442,Sports,5,520.26,Houston,TX,COD,Delivered,2026-05-31,Unknown,,Unknown,11.67,2601.30,2297.73,0,2023,7,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
9537,2025-02-09,2025-02-15,CUST5035,PROD7212,Grocery,1,16.88,Chicago,IL,,Cancelled,2026-05-31,Male,8,<18,6.75,16.88,15.74,6,2025,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
35543,2025-03-01,2025-03-07,CUST29437,PROD34877,Grocery,8,45.17,San Jose,CA,Card,Returned,2026-05-31,Male,6,<18,0.00,361.36,361.36,6,2025,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
47744,2025-05-18,2025-05-21,CUST17036,PROD22063,Fashion,2,220.31,Dallas,TX,COD,Returned,2026-05-31,Female,,Unknown,0.00,440.62,440.62,3,2025,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
49920,2024-05-30,2024-05-28,CUST144792,PROD45638,Electronics,2,1431.54,New York,NY,COD,Delivered,2026-05-31,Male,34,30-44,0.00,2863.08,2863.08,-2,2024,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
15504,2025-11-28,2025-11-25,CUST128075,PROD5650,Fashion,10,420.91,Phoenix,AZ,Card,Returned,2026-05-31,Male,,Unknown,0.00,4209.10,4209.10,-3,2025,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
44343,2025-02-25,2025-02-25,CUST49211,PROD19007,Grocery,10,1.63,Dallas,TX,Crypto,Returned,2026-05-31,Female,22,18-29,0.00,16.30,16.30,0,2025,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
22001,2024-06-15,2024-06-12,CUST176379,PROD11128,Grocery,8,36.15,New York,NY,Crypto,Cancelled,2026-05-31,Female,37,30-44,68.21,289.20,91.94,-3,2024,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
19992,2024-06-14,2024-06-13,CUST94839,PROD24723,Sports,2,467.54,Dallas,TX,Crypto,Returned,2026-05-31,Unknown,70,60+,0.00,935.08,935.08,-1,2024,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
43491,2025-07-25,2025-08-02,CUST185805,PROD39428,Electronics,5,610.22,San Diego,CA,Crypto,Cancelled,2026-05-31,Unknown,32,30-44,0.00,3051.10,3051.10,8,2025,7,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
18750,2024-11-17,2024-11-20,CUST10031,PROD41714,Fashion,4,130.85,San Antonio,TX,UPI,Delivered,2026-05-31,Male,,Unknown,98.89,523.40,5.81,3,2024,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
4864,2023-03-20,2023-03-18,CUST41688,PROD9760,Fashion,7,426.70,San Antonio,TX,UPI,Delivered,2026-05-31,Male,,Unknown,82.89,2986.90,511.06,-2,2023,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
41105,2024-09-23,2024-09-23,CUST191739,PROD31212,Electronics,10,1743.28,Los Angeles,CA,COD,Returned,2026-05-31,Male,,Unknown,93.10,17432.80,1202.86,0,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
43395,2025-09-11,2025-09-14,CUST132791,PROD15119,Fashion,7,354.55,Los Angeles,CA,UPI,Delivered,2026-05-31,Female,42,30-44,49.39,2481.85,1256.06,3,2025,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
28042,2025-05-22,2025-05-23,CUST59766,PROD2111,Furniture,10,965.29,New York,NY,,Delivered,2026-05-31,Male,1,<18,0.00,9652.90,9652.90,1,2025,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
26236,2023-10-07,2023-10-11,CUST23996,PROD36684,Fashion,4,377.30,Philadelphia,PA,COD,Cancelled,2026-05-31,Male,,Unknown,0.00,1509.20,1509.20,4,2023,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
22430,2023-08-22,2023-08-29,CUST164273,PROD19611,Sports,2,489.54,Phoenix,AZ,,Delivered,2026-05-31,Male,,Unknown,24.59,979.08,738.32,7,2023,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
49050,2024-06-13,2024-06-19,CUST191880,PROD36393,Fashion,8,76.29,Dallas,TX,COD,Cancelled,2026-05-31,Male,1,<18,0.00,610.32,610.32,6,2024,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
5142,2024-11-07,2024-11-09,CUST43982,PROD28869,Sports,4,170.88,San Jose,CA,COD,Cancelled,2026-05-31,Female,,Unknown,75.22,683.52,169.38,2,2024,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
25078,2024-03-08,2024-03-14,CUST59472,PROD13835,Electronics,2,300.00,New York,NY,UPI,Cancelled,2026-05-31,Female,,Unknown,61.92,600.00,228.48,6,2024,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
15314,2024-10-27,2024-10-27,CUST151897,PROD6531,Sports,2,141.27,New York,NY,Crypto,Delivered,2026-05-31,Female,8,<18,0.00,282.54,282.54,0,2024,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
45357,2023-05-21,2023-05-23,CUST64310,PROD15654,Electronics,7,1662.90,Los Angeles,CA,,Returned,2026-05-31,Female,,Unknown,0.00,11640.30,11640.30,2,2023,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
20465,2023-02-10,2023-02-20,CUST67241,PROD26861,Fashion,10,32.24,Philadelphia,PA,Card,Cancelled,2026-05-31,Male,,Unknown,67.86,322.40,103.62,10,2023,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
43854,2025-12-24,2025-12-26,CUST118553,PROD47493,Electronics,4,206.95,Houston,TX,UPI,Cancelled,2026-05-31,Male,,Unknown,17.26,827.80,684.92,2,2025,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
16684,2025-10-01,2025-10-08,CUST113641,PROD11235,Electronics,7,1041.46,Dallas,TX,Crypto,Delivered,2026-05-31,Female,,Unknown,25.60,7290.22,5423.92,7,2025,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
23689,2025-03-24,2025-03-22,CUST115444,PROD19536,Fashion,5,50.78,Chicago,IL,COD,Cancelled,2026-05-31,Female,,Unknown,0.00,253.90,253.90,-2,2025,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
5521,2023-01-07,2023-01-15,CUST57942,PROD1470,Electronics,3,602.59,San Antonio,TX,Crypto,Returned,2026-05-31,Male,66,60+,0.00,1807.77,1807.77,8,2023,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
24846,2024-01-29,2024-02-01,CUST72116,PROD45173,Grocery,1,37.47,San Jose,CA,Crypto,Cancelled,2026-05-31,Unknown,25,18-29,0.00,37.47,37.47,3,2024,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
20873,2024-02-18,2024-02-22,CUST1412,PROD1728,Furniture,7,1139.09,Los Angeles,CA,COD,Cancelled,2026-05-31,Female,27,18-29,0.00,7973.63,7973.63,4,2024,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
25671,2025-04-01,2025-04-08,CUST119031,PROD28396,Electronics,7,758.50,San Antonio,TX,,Delivered,2026-05-31,Female,44,30-44,46.92,5309.50,2818.28,7,2025,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
7895,2025-12-31,2026-01-04,CUST59740,PROD48941,Grocery,4,37.66,Dallas,TX,,Returned,2026-05-31,Male,,Unknown,22.96,150.64,116.05,4,2025,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
6463,2024-09-21,2024-09-29,CUST142258,PROD1755,Electronics,1,863.33,Philadelphia,PA,,Returned,2026-05-31,Male,,Unknown,86.10,863.33,120.00,8,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
33824,2023-04-25,2023-04-23,CUST182822,PROD4547,Furniture,6,359.14,New York,NY,Card,Delivered,2026-05-31,Male,64,60+,0.00,2154.84,2154.84,-2,2023,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
33803,2023-02-12,2023-02-10,CUST154266,PROD13419,Grocery,8,19.37,San Antonio,TX,Card,Cancelled,2026-05-31,Unknown,,Unknown,0.00,154.96,154.96,-2,2023,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
12355,2025-02-07,2025-02-15,CUST11368,PROD45013,Fashion,5,355.71,Philadelphia,PA,COD,Delivered,2026-05-31,Male,,Unknown,45.16,1778.55,975.36,8,2025,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
6495,2024-08-21,2024-08-29,CUST108284,PROD13024,Furniture,10,401.52,Chicago,IL,,Returned,2026-05-31,Female,,Unknown,0.00,4015.20,4015.20,8,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
35893,2025-03-27,2025-04-04,CUST43626,PROD6556,Sports,8,348.41,San Diego,CA,Crypto,Returned,2026-05-31,Male,,Unknown,80.83,2787.28,534.32,8,2025,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
31708,2024-02-01,2024-01-31,CUST32419,PROD23523,Sports,1,571.51,San Jose,CA,Crypto,Returned,2026-05-31,Male,,Unknown,0.00,571.51,571.51,-1,2024,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
35895,2023-10-28,2023-11-02,CUST61009,PROD13327,Fashion,6,345.96,New York,NY,Card,Delivered,2026-05-31,Female,,Unknown,0.00,2075.76,2075.76,5,2023,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
9851,2023-03-24,2023-04-02,CUST121205,PROD48900,Fashion,10,468.42,San Antonio,TX,Card,Returned,2026-05-31,Female,1,<18,0.00,4684.20,4684.20,9,2023,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
42209,2024-10-19,2024-10-16,CUST91425,PROD6534,Sports,10,565.39,Dallas,TX,Card,Returned,2026-05-31,Unknown,,Unknown,0.00,5653.90,5653.90,-3,2024,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
9570,2024-01-31,2024-02-03,CUST124797,PROD16596,Electronics,5,400.00,Philadelphia,PA,Crypto,Cancelled,2026-05-31,Male,32,30-44,0.00,2000.00,2000.00,3,2024,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
40922,2024-09-19,2024-09-17,CUST107241,PROD43698,Sports,3,154.41,Dallas,TX,Card,Returned,2026-05-31,Male,,Unknown,0.00,463.23,463.23,-2,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
36445,2024-07-22,2024-07-28,CUST193068,PROD41631,Grocery,5,43.34,Dallas,TX,,Returned,2026-05-31,Female,,Unknown,48.16,216.70,112.34,6,2024,7,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
44868,2023-01-25,2023-01-23,CUST17539,PROD28848,Grocery,1,15.59,Phoenix,AZ,Crypto,Cancelled,2026-05-31,Female,,Unknown,93.37,15.59,1.03,-2,2023,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
36244,2025-05-21,2025-05-30,CUST97992,PROD15900,Electronics,7,408.23,San Jose,CA,UPI,Cancelled,2026-05-31,Female,23,18-29,27.94,2857.61,2059.19,9,2025,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
26546,2023-11-11,2023-11-21,CUST60496,PROD34084,Furniture,7,798.27,Los Angeles,CA,Crypto,Delivered,2026-05-31,Male,,Unknown,0.00,5587.89,5587.89,10,2023,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
41596,2025-02-23,2025-02-21,CUST131410,PROD22736,Electronics,7,1534.06,Philadelphia,PA,Crypto,Delivered,2026-05-31,Male,,Unknown,0.00,10738.42,10738.42,-2,2025,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
40563,2024-04-04,2024-04-08,CUST39831,PROD12898,Sports,6,15.39,Houston,TX,UPI,Delivered,2026-05-31,Female,23,18-29,30.85,92.34,63.85,4,2024,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
11943,2024-05-29,2024-06-04,CUST112631,PROD1088,Fashion,1,159.42,Chicago,IL,Card,Cancelled,2026-05-31,Female,,Unknown,0.00,159.42,159.42,6,2024,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
14784,2023-06-02,2023-06-04,CUST133793,PROD41911,Furniture,1,1429.21,New York,NY,Crypto,Returned,2026-05-31,Female,4,<18,16.44,1429.21,1194.25,2,2023,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
6647,2025-08-19,2025-08-20,CUST151582,PROD9441,Furniture,1,449.88,Philadelphia,PA,,Returned,2026-05-31,Male,2,<18,0.00,449.88,449.88,1,2025,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
36615,2023-10-08,2023-10-07,CUST92011,PROD8128,Sports,1,266.31,San Jose,CA,COD,Delivered,2026-05-31,Female,,Unknown,74.74,266.31,67.27,-1,2023,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
11232,2025-12-02,2025-12-05,CUST93822,PROD23561,Electronics,5,1518.63,Los Angeles,CA,COD,Cancelled,2026-05-31,Male,29,18-29,24.39,7593.15,5741.18,3,2025,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
32983,2023-11-06,2023-11-16,CUST104481,PROD12146,Sports,5,144.39,Chicago,IL,COD,Cancelled,2026-05-31,Female,24,18-29,9.53,721.95,653.15,10,2023,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
33737,2023-07-20,2023-07-26,CUST82702,PROD33033,Fashion,2,72.17,San Antonio,TX,Crypto,Returned,2026-05-31,Male,,Unknown,31.33,144.34,99.12,6,2023,7,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
3206,2025-05-18,2025-05-25,CUST130790,PROD43972,Sports,3,654.57,Philadelphia,PA,Crypto,Cancelled,2026-05-31,Female,,Unknown,45.16,1963.71,1076.90,7,2025,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
29016,2024-01-17,2024-01-18,CUST152267,PROD28018,Grocery,8,25.29,Chicago,IL,,Delivered,2026-05-31,Female,20,18-29,0.32,202.32,201.67,1,2024,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
8511,2023-04-03,2023-04-11,CUST173877,PROD36556,Furniture,8,446.09,San Antonio,TX,UPI,Returned,2026-05-31,Female,45,45-59,1.58,3568.72,3512.33,8,2023,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
39257,2024-11-04,2024-11-12,CUST148563,PROD20158,Electronics,3,500.14,Chicago,IL,Crypto,Returned,2026-05-31,Male,9,<18,0.00,1500.42,1500.42,8,2024,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
39859,2023-03-11,2023-03-10,CUST126890,PROD3666,Sports,3,605.85,Dallas,TX,Card,Delivered,2026-05-31,Male,,Unknown,42.98,1817.55,1036.37,-1,2023,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
27996,2025-12-23,2025-12-31,CUST2383,PROD13446,Grocery,6,21.67,Chicago,IL,COD,Returned,2026-05-31,Male,,Unknown,35.12,130.02,84.36,8,2025,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
38093,2024-01-10,2024-01-16,CUST88152,PROD28927,Grocery,4,4.80,New York,NY,,Returned,2026-05-31,Female,31,30-44,0.00,19.20,19.20,6,2024,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
49642,2024-09-13,2024-09-16,CUST171766,PROD3522,Sports,1,152.66,Philadelphia,PA,,Cancelled,2026-05-31,Female,,Unknown,0.00,152.66,152.66,3,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
10680,2024-09-27,2024-09-24,CUST151863,PROD42763,Sports,5,235.58,Los Angeles,CA,Crypto,Cancelled,2026-05-31,Female,65,60+,86.49,1177.90,159.13,-3,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
16180,2024-08-06,2024-08-14,CUST107322,PROD41539,Sports,3,738.38,Phoenix,AZ,,Returned,2026-05-31,Female,7,<18,0.00,2215.14,2215.14,8,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
33833,2023-09-17,2023-09-14,CUST11031,PROD394,Fashion,6,273.59,Phoenix,AZ,Card,Delivered,2026-05-31,Female,,Unknown,0.00,1641.54,1641.54,-3,2023,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
14209,2023-11-11,2023-11-21,CUST16796,PROD98,Grocery,4,7.10,Los Angeles,CA,Card,Delivered,2026-05-31,Unknown,20,18-29,49.62,28.40,14.31,10,2023,11,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
35324,2024-07-15,2024-07-19,CUST54138,PROD46544,Sports,1,115.30,Los Angeles,CA,,Delivered,2026-05-31,Female,,Unknown,0.00,115.30,115.30,4,2024,7,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
24903,2023-08-06,2023-08-09,CUST128156,PROD35391,Electronics,7,977.83,Los Angeles,CA,COD,Returned,2026-05-31,Male,40,30-44,8.80,6844.81,6242.47,3,2023,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
48288,2023-06-10,2023-06-13,CUST179686,PROD3237,Sports,3,212.86,San Diego,CA,Crypto,Returned,2026-05-31,Male,31,30-44,0.00,638.58,638.58,3,2023,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
37702,2024-06-21,2024-06-25,CUST162944,PROD26381,Grocery,5,28.55,Houston,TX,,Cancelled,2026-05-31,Female,,Unknown,78.79,142.75,30.28,4,2024,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
1170,2023-06-06,2023-06-04,CUST125632,PROD31755,Fashion,10,153.50,New York,NY,,Cancelled,2026-05-31,Male,,Unknown,0.00,1535.00,1535.00,-2,2023,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
46625,2023-12-27,2024-01-04,CUST130228,PROD46157,Electronics,9,441.24,Los Angeles,CA,COD,Cancelled,2026-05-31,Male,,Unknown,7.67,3971.16,3666.57,8,2023,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
45329,2024-04-12,2024-04-15,CUST43237,PROD29069,Fashion,8,40.78,Philadelphia,PA,COD,Cancelled,2026-05-31,Male,9,<18,0.00,326.24,326.24,3,2024,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
22761,2024-08-15,2024-08-13,CUST90800,PROD9904,Fashion,6,299.79,Dallas,TX,Crypto,Returned,2026-05-31,Unknown,63,60+,0.00,1798.74,1798.74,-2,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
5174,2024-10-05,2024-10-06,CUST129550,PROD16290,Fashion,3,470.25,San Antonio,TX,,Delivered,2026-05-31,Female,,Unknown,11.14,1410.75,1253.59,1,2024,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
11452,2024-09-14,2024-09-11,CUST133477,PROD36751,Fashion,7,160.20,Dallas,TX,Crypto,Cancelled,2026-05-31,Male,8,<18,77.06,1121.40,257.25,-3,2024,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
7295,2023-12-26,2023-12-31,CUST21094,PROD578,Sports,1,216.07,San Jose,CA,Crypto,Delivered,2026-05-31,Male,,Unknown,0.00,216.07,216.07,5,2023,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
45131,2024-02-01,2024-02-05,CUST144233,PROD11350,Furniture,5,284.69,New York,NY,Crypto,Delivered,2026-05-31,Female,,Unknown,32.00,1423.45,967.95,4,2024,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
31748,2025-10-06,2025-10-12,CUST109711,PROD49528,Electronics,3,1989.69,Dallas,TX,,Cancelled,2026-05-31,Female,,Unknown,0.00,5969.07,5969.07,6,2025,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
5338,2023-04-17,2023-04-17,CUST53011,PROD5444,Electronics,6,1423.94,New York,NY,UPI,Returned,2026-05-31,Unknown,,Unknown,0.00,8543.64,8543.64,0,2023,4,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
44311,2023-03-16,2023-03-13,CUST40263,PROD13422,Furniture,2,227.68,Chicago,IL,Card,Delivered,2026-05-31,Female,,Unknown,0.00,455.36,455.36,-3,2023,3,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
33039,2023-12-21,2023-12-20,CUST126377,PROD22031,Furniture,10,276.35,Chicago,IL,,Delivered,2026-05-31,Female,7,<18,0.00,2763.50,2763.50,-1,2023,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
45825,2023-08-28,2023-08-28,CUST192324,PROD29521,Sports,9,259.65,Dallas,TX,COD,Delivered,2026-05-31,Male,,Unknown,0.00,2336.85,2336.85,0,2023,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
35968,2024-05-27,2024-05-30,CUST5569,PROD33859,Sports,10,159.75,Dallas,TX,UPI,Returned,2026-05-31,Male,,Unknown,0.00,1597.50,1597.50,3,2024,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
48705,2024-08-09,2024-08-11,CUST162723,PROD39503,Grocery,9,3.23,Los Angeles,CA,Card,Cancelled,2026-05-31,Female,,Unknown,0.00,29.07,29.07,2,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
21842,2025-01-19,2025-01-18,CUST109287,PROD4295,Sports,3,182.39,Dallas,TX,COD,Delivered,2026-05-31,Unknown,,Unknown,7.70,547.17,505.04,-1,2025,1,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
9723,2024-08-06,2024-08-04,CUST98714,PROD43277,Fashion,4,382.88,Houston,TX,COD,Cancelled,2026-05-31,Unknown,,Unknown,0.00,1531.52,1531.52,-2,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
3318,2024-05-12,2024-05-17,CUST68481,PROD18097,Fashion,5,276.24,Phoenix,AZ,UPI,Returned,2026-05-31,Male,4,<18,40.12,1381.20,827.06,5,2024,5,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
10071,2025-02-26,2025-03-03,CUST18871,PROD7993,Electronics,3,1191.52,San Antonio,TX,Crypto,Returned,2026-05-31,Female,35,30-44,71.77,3574.56,1009.10,5,2025,2,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
26296,2024-10-31,2024-10-31,CUST85779,PROD13471,Grocery,3,11.88,New York,NY,,Cancelled,2026-05-31,Male,28,18-29,0.00,35.64,35.64,0,2024,10,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
111,2024-08-30,2024-09-08,CUST18201,PROD30154,Electronics,3,151.60,San Jose,CA,,Delivered,2026-05-31,Female,36,30-44,42.86,454.80,259.87,9,2024,8,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
2394,2023-09-11,2023-09-08,CUST164464,PROD37452,Electronics,3,251.67,San Antonio,TX,COD,Cancelled,2026-05-31,Male,,Unknown,44.99,755.01,415.33,-3,2023,9,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
14613,2025-06-12,2025-06-15,CUST163992,PROD21445,Furniture,8,765.91,Houston,TX,UPI,Returned,2026-05-31,Female,24,18-29,12.62,6127.28,5354.02,3,2025,6,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
26529,2023-12-13,2023-12-10,CUST188848,PROD28360,Electronics,10,463.59,San Diego,CA,Card,Cancelled,2026-05-31,Male,10,<18,0.00,4635.90,4635.90,-3,2023,12,2026-06-07T15:24:34.918Z,/Volumes/cowork_op48/dw_raw/raw_data/sales_transactions.csv
